assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	ncbi_taxonomy_x	ncbi_taxonomy_y	NCBI_Domain	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	GCF
GCF_001971585.1	PRJNA224116	SAMN04939523		representative genome	1847728	1847728	Companilactobacillus allii	strain=WiKim39		latest	Complete Genome	Major	Full	2017/01/26	ASM197158v1	world institute of kimchi	GCA_001971585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/585/GCF_001971585.1_ASM197158v1		assembly from type material	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus allii	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus allii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_allii	001971585
GCF_013201605.1	PRJNA224116	SAMN10884421		representative genome	1848766	1848766	Campylobacter ornithocola	strain=LMG 29815		latest	Complete Genome	Major	Full	2020/06/01	ASM1320160v1	USDA, ARS, WRRC	GCA_013201605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/605/GCF_013201605.1_ASM1320160v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter ornithocola	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter ornithocola	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_ornithocola	013201605
GCF_002302635.1	PRJNA224116	SAMN06289146		representative genome	1848904	1848904	Capnocytophaga stomatis	strain=H2177		latest	Complete Genome	Major	Full	2017/09/14	ASM230263v1	Centers for Disease Control and Prevention	GCA_002302635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/635/GCF_002302635.1_ASM230263v1			d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga stomatis	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga stomatis	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga_stomatis	002302635
GCF_013177675.1	PRJNA224116	SAMN12421736		representative genome	1849015	1849015	Pseudoarcobacter acticola	strain=KCTC 52212		latest	Complete Genome	Major	Full	2020/05/27	ASM1317767v1	USDA, ARS, WRRC	GCA_013177675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/177/675/GCF_013177675.1_ASM1317767v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Pseudoarcobacter;s__Pseudoarcobacter acticola	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Pseudoarcobacter;s__Pseudoarcobacter acticola	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Pseudoarcobacter	Pseudoarcobacter_acticola	013177675
GCF_003149515.1	PRJNA224116	SAMN08984992		representative genome	1850093	1850093	Hymenobacter nivis	strain=NBRC 111535		latest	Complete Genome	Major	Full	2018/05/23	ASM314951v1	Hokkaido University	GCA_003149515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/149/515/GCF_003149515.1_ASM314951v1		assembly from type material	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter nivis	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter nivis	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_nivis	003149515
GCF_002355275.1	PRJNA224116	SAMN07626873		representative genome	1850238	1850238	Rhizorhabdus dicambivorans	strain=Ndbn-20		latest	Complete Genome	Major	Full	2017/09/25	ASM235527v1	Nanjing Agricultural University	GCA_002355275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/275/GCF_002355275.1_ASM235527v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus dicambivorans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__Rhizorhabdus dicambivorans	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhabdus	Rhizorhabdus_dicambivorans	002355275
GCF_001761325.1	PRJNA224116	SAMN05726020		representative genome	1850246	1850246	Urechidicola croceus	strain=LPB0138		latest	Complete Genome	Major	Full	2016/10/12	ASM176132v1	Korea University	GCA_001761325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/325/GCF_001761325.1_ASM176132v1		assembly from type material	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Urechidicola;s__Urechidicola croceus	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Urechidicola;s__Urechidicola croceus	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Urechidicola	Urechidicola_croceus	001761325
GCF_001889045.1	PRJNA224116	SAMN05945923		representative genome	1850252	1850252	Tenacibaculum todarodis	strain=LPB0136		latest	Complete Genome	Major	Full	2016/12/05	ASM188904v1	Korea University	GCA_001889045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/045/GCF_001889045.1_ASM188904v1		assembly from type material	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum todarodis	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__Tenacibaculum todarodis	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum_todarodis	001889045
GCF_001956695.1	PRJNA224116	SAMN06075356		representative genome	1850254	1850254	Poseidonibacter parvus	strain=LPB0137		latest	Complete Genome	Major	Full	2017/01/18	ASM195669v1	Korea University	GCA_001956695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/956/695/GCF_001956695.1_ASM195669v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Poseidonibacter;s__Poseidonibacter parvus	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Poseidonibacter;s__Poseidonibacter parvus	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Poseidonibacter	Poseidonibacter_parvus	001956695
GCF_001999965.1	PRJNA224116	SAMN06284589		representative genome	1851148	1851148	Limihaloglobus sulfuriphilus	strain=SM-Chi-D1		latest	Complete Genome	Major	Full	2017/02/15	ASM199996v1	Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures	GCA_001999965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/965/GCF_001999965.1_ASM199996v1		assembly from type material	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__Limihaloglobus;s__Limihaloglobus sulfuriphilus	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Sedimentisphaerales;f__Sedimentisphaeraceae;g__Limihaloglobus;s__Limihaloglobus sulfuriphilus	Bacteria	Planctomycetes	Phycisphaerae	Sedimentisphaerales	Sedimentisphaeraceae	Limihaloglobus	Limihaloglobus_sulfuriphilus	001999965
GCF_003935895.2	PRJNA224116	SAMN05150228		representative genome	1851514	1851514	Scandinavium goeteborgense	strain=CCUG 66741		latest	Complete Genome	Major	Full	2020/06/10	ASM393589v2	University of Gothenburg - CCUG	GCA_003935895.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/935/895/GCF_003935895.2_ASM393589v2		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Scandinavium;s__Scandinavium goeteborgense	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Scandinavium;s__Scandinavium goeteborgense	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Scandinavium	Scandinavium_goeteborgense	003935895
GCF_900089455.2	PRJNA224116	SAMEA4026966		representative genome	1851544	1851544	Orrella dioscoreae		Orrdi1	latest	Complete Genome	Major	Full	2017/10/10	OrrDiv2	UZH	GCA_900089455.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/089/455/GCF_900089455.2_OrrDiv2			d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Orrella;s__Orrella dioscoreae	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Orrella;s__Orrella dioscoreae	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Orrella	Orrella_dioscoreae	900089455
GCF_004331955.1	PRJNA224116	SAMN11037189		representative genome	1852022	1852022	Roseitalea porphyridii	strain=MA7-20		latest	Complete Genome	Major	Full	2019/03/07	ASM433195v1	Chung-Ang University	GCA_004331955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/331/955/GCF_004331955.1_ASM433195v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Roseitalea;s__Roseitalea porphyridii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Roseitalea;s__Roseitalea porphyridii	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Roseitalea	Roseitalea_porphyridii	004331955
GCF_900119705.1	PRJNA224116	SAMEA4021839		representative genome	1852373	1852373	Murdochiella vaginalis	strain=Marseille-P2341T		latest	Complete Genome	Major	Full	2016/11/17	PRJEB14245	URMITE	GCA_900119705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/705/GCF_900119705.1_PRJEB14245		assembly from type material	d__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella vaginalis	d__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella vaginalis	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella_vaginalis	900119705
GCF_900120165.1	PRJNA224116	SAMEA4554850		representative genome	1852374	1852374	Ezakiella massiliensis	strain=Marseille-P2951T		latest	Complete Genome	Major	Full	2016/11/22	PRJEB15652	URMITE	GCA_900120165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/165/GCF_900120165.1_PRJEB15652		assembly from type material	d__Bacteria;p__Firmicutes;c__Tissierellia;o__;f__;g__Ezakiella;s__Ezakiella massiliensis	d__Bacteria;p__Firmicutes;c__Tissierellia;o__;f__;g__Ezakiella;s__Ezakiella massiliensis	Bacteria	Firmicutes	Tissierellia	norank	norank	Ezakiella	Ezakiella_massiliensis	900120165
GCF_900120245.1	PRJNA224116	SAMEA4555081		representative genome	1852377	1852377	Actinomyces pacaensis	strain=Marseille-P2985T		latest	Complete Genome	Major	Full	2016/11/22	PRJEB17949	URMITE	GCA_900120245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/245/GCF_900120245.1_PRJEB17949		assembly from type material	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces pacaensis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces pacaensis	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_pacaensis	900120245
GCF_001661075.1	PRJNA224116	SAMN04566726		representative genome	1853130	1853130	Pseudomonas silesiensis	strain=A3		latest	Complete Genome	Major	Full	2016/06/10	ASM166107v1	Institute of Biochemistry and Biophysics	GCA_001661075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/075/GCF_001661075.1_ASM166107v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas silesiensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas silesiensis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_silesiensis	001661075
GCF_002216145.1	PRJNA224116	SAMN05726023		representative genome	1853278	1853278	Neisseria chenwenguii	strain=10023		latest	Complete Genome	Major	Full	2017/07/10	ASM221614v1	China disease prevention and control center	GCA_002216145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/145/GCF_002216145.1_ASM221614v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria chenwenguii	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria chenwenguii	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_chenwenguii	002216145
GCF_011064785.1	PRJNA224116	SAMN13634621		representative genome	1855823	1855823	Macrococcus canis	strain=SD607		latest	Complete Genome	Major	Full	2020/03/05	ASM1106478v1	University of Bern	GCA_011064785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/785/GCF_011064785.1_ASM1106478v1			d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus;s__Macrococcus canis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus;s__Macrococcus canis	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Macrococcus_canis	011064785
GCF_002813635.1	PRJNA224116	SAMN05271119		representative genome	1855875	1855875	Spiribacter roseus	strain=SSL50		latest	Complete Genome	Major	Full	2017/12/07	ASM281363v1	University of Seville	GCA_002813635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/635/GCF_002813635.1_ASM281363v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Spiribacter;s__Spiribacter roseus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Spiribacter;s__Spiribacter roseus	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter_roseus	002813635
GCF_001618865.1	PRJNA224116	SAMN04546182		representative genome	1855912	1855912	Luteitalea pratensis	strain=DSM 100886	HEG_-6_39	latest	Complete Genome	Major	Full	2016/04/12	ASM161886v1	Leibniz Institute DSMZ	GCA_001618865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/865/GCF_001618865.1_ASM161886v1		assembly from type material	d__Bacteria;p__Acidobacteria;c__Vicinamibacteria;o__;f__Vicinamibacteraceae;g__Luteitalea;s__Luteitalea pratensis	d__Bacteria;p__Acidobacteria;c__Vicinamibacteria;o__;f__Vicinamibacteraceae;g__Luteitalea;s__Luteitalea pratensis	Bacteria	Acidobacteria	Vicinamibacteria	norank	Vicinamibacteraceae	Luteitalea	Luteitalea_pratensis	001618865
GCF_002499975.2	PRJNA224116	SAMN06924978		representative genome	1858656	1858656	Alteromonas pelagimontana	strain=5.12		latest	Complete Genome	Major	Full	2020/05/11	ASM249997v2	NCAOR	GCA_002499975.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/499/975/GCF_002499975.2_ASM249997v2		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas pelagimontana	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas pelagimontana	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas_pelagimontana	002499975
GCF_003813965.1	PRJNA224116	SAMN08448940		representative genome	1862358	1862358	Corynebacterium choanis	strain=200CH		latest	Complete Genome	Major	Full	2018/11/22	ASM381396v1	Bielefeld University	GCA_003813965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/965/GCF_003813965.1_ASM381396v1		assembly from type material	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium choanis	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium choanis	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_choanis	003813965
GCF_002764115.1	PRJNA224116	SAMN05946057		representative genome	1867719	1867719	Phyllobacterium zundukense	strain=Tri-48; RCAM 03910		latest	Complete Genome	Major	Full	2017/11/13	ASM276411v1	ARRIAM	GCA_002764115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/764/115/GCF_002764115.1_ASM276411v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium;s__Phyllobacterium zundukense	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Phyllobacterium;s__Phyllobacterium zundukense	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	Phyllobacterium_zundukense	002764115
GCF_002240035.1	PRJNA224116	SAMN05254214		representative genome	1867846	1867846	Legionella clemsonensis	strain=CDC-D5610		latest	Complete Genome	Major	Full	2017/08/02	ASM224003v1	Clemson University	GCA_002240035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/035/GCF_002240035.1_ASM224003v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella clemsonensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella clemsonensis	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella_clemsonensis	002240035
GCF_003008515.1	PRJNA224116	SAMN08666935		representative genome	1868589	1868589	Phreatobacter cathodiphilus	strain=S-12		latest	Complete Genome	Major	Full	2018/03/19	ASM300851v1	National Institute of Agricultural Sciences	GCA_003008515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/008/515/GCF_003008515.1_ASM300851v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__Phreatobacter;s__Phreatobacter cathodiphilus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__Phreatobacter;s__Phreatobacter cathodiphilus	Bacteria	Proteobacteria	Alphaproteobacteria	norank	norank	Phreatobacter	Phreatobacter_cathodiphilus	003008515
GCF_011299095.1	PRJNA224116	SAMN14260655		representative genome	1868793	1868793	Jeotgalibaca porci	strain=CCUG 69148		latest	Complete Genome	Major	Full	2020/03/16	ASM1129909v1	KyungHee University	GCA_011299095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/299/095/GCF_011299095.1_ASM1129909v1		assembly from type material	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca;s__Jeotgalibaca porci	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca;s__Jeotgalibaca porci	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_porci	011299095
GCF_011100465.1	PRJNA224116	SAMN14260637		representative genome	1868794	1868794	Jeotgalibaca arthritidis	strain=CECT 9157		latest	Complete Genome	Major	Full	2020/03/10	ASM1110046v1	KyungHee University	GCA_011100465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/100/465/GCF_011100465.1_ASM1110046v1		assembly from type material	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca;s__Jeotgalibaca arthritidis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Jeotgalibaca;s__Jeotgalibaca arthritidis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_arthritidis	011100465
GCF_002741055.1	PRJNA224116	SAMN05335590		representative genome	1870820	1870820	Paenibacillus ihbetae	strain=IHBB 9852		latest	Complete Genome	Major	Full	2016/08/05	ASM274105v1	CSIR-Institute of Himalayan Bioresource Technology	GCA_002741055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/055/GCF_002741055.1_ASM274105v1		assembly from type material	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus ihbetae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus ihbetae	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_ihbetae	002741055
GCF_900128415.1	PRJNA224116	SAMEA4555797		representative genome	1870984	1870984	Anaerococcus mediterraneensis	strain=Marseille-P2765T		latest	Complete Genome	Major	Full	2016/11/25	PRJEB15655	URMITE	GCA_900128415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/128/415/GCF_900128415.1_PRJEB15655		assembly from type material	d__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus mediterraneensis	d__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus mediterraneensis	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus_mediterraneensis	900128415
GCF_900120345.1	PRJNA224116	SAMEA4555314		representative genome	1871021	1871021	Lachnoclostridium phocaeense	strain=Marseille-P3177T		latest	Complete Genome	Major	Full	2016/11/22	PRJEB18024	URMITE	GCA_900120345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/345/GCF_900120345.1_PRJEB18024		assembly from type material	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phocaeense	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium phocaeense	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_phocaeense	900120345
GCF_900120375.1	PRJNA224116	SAMEA4555317		representative genome	1871025	1871025	Ndongobacter massiliensis	strain=Marseille-P3170T		latest	Complete Genome	Major	Full	2016/11/22	PRJEB18029	URMITE	GCA_900120375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/375/GCF_900120375.1_PRJEB18029		assembly from type material	d__Bacteria;p__Firmicutes;c__;o__;f__;g__Ndongobacter;s__Ndongobacter massiliensis	d__Bacteria;p__Firmicutes;c__;o__;f__;g__Ndongobacter;s__Ndongobacter massiliensis	Bacteria	Firmicutes	norank	norank	norank	Ndongobacter	Ndongobacter_massiliensis	900120375
GCF_001704615.3	PRJNA224116	SAMN05356262		representative genome	1871111	1871111	Acinetobacter defluvii	strain=WCHA30		latest	Complete Genome	Major	Full	2019/08/16	ASM170461v3	West China Hospital, Sichuan University	GCA_001704615.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/615/GCF_001704615.3_ASM170461v3		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter defluvii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter defluvii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_defluvii	001704615
GCF_001854125.1	PRJNA224116	SAMN05920294		representative genome	1874317	1874317	Marinobacter salinus	strain=Hb8		latest	Complete Genome	Major	Full	2016/10/26	ASM185412v1	Jeju National University	GCA_001854125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__Marinobacter salinus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__Marinobacter salinus	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter_salinus	001854125
GCF_002741015.1	PRJNA224116	SAMN05413551		representative genome	1882682	1882682	Microvirga ossetica	strain=V5/3m		latest	Complete Genome	Major	Full	2016/08/05	ASM274101v1	ARRIAM	GCA_002741015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/015/GCF_002741015.1_ASM274101v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__Microvirga ossetica	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga;s__Microvirga ossetica	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_ossetica	002741015
