assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_009728935.1	PRJNA224116	SAMN10464558		representative genome	1778678	1778678	Paenibacillus psychroresistens	strain=ML311-T8		latest	Complete Genome	Major	Full	2019/12/04	ASM972893v1	Korea Food Research Institute	GCA_009728935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/728/935/GCF_009728935.1_ASM972893v1		assembly from type material
GCF_013201685.1	PRJNA224116	SAMN10884420		representative genome	1780362	1780362	Campylobacter geochelonis	strain=LMG 29375		latest	Complete Genome	Major	Full	2020/06/01	ASM1320168v1	USDA, ARS, WRRC	GCA_013201685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/685/GCF_013201685.1_ASM1320168v1		assembly from type material
GCF_900636945.1	PRJNA224116	SAMEA3919789		representative genome	1783501	1783501	Bacillus freudenreichii	strain=NCTC4823		latest	Complete Genome	Major	Full	2018/12/20	45532_G01	SC	GCA_900636945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/636/945/GCF_900636945.1_45532_G01		
GCF_001611795.1	PRJNA224116	SAMN04592628		representative genome	1783515	1783515	Streptomyces qaidamensis	strain=S10		latest	Complete Genome	Major	Full	2016/04/06	ASM161179v1	Chinese Academy of Sciences	GCA_001611795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/795/GCF_001611795.1_ASM161179v1		assembly from type material
GCF_003344925.1	PRJNA224116	SAMN09699165		representative genome	1784713	1784713	Flavobacterium arcticum	strain=SM1502		latest	Complete Genome	Major	Full	2018/07/30	ASM334492v1	Shandong University	GCA_003344925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/344/925/GCF_003344925.1_ASM334492v1		assembly from type material
GCF_003258705.1	PRJNA224116	SAMN09208224		representative genome	1784714	1784714	Arcticibacterium luteifluviistationis	strain=SM1504T		latest	Complete Genome	Major	Full	2018/06/20	ASM325870v1	Shandong University	GCA_003258705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/258/705/GCF_003258705.1_ASM325870v1		assembly from type material
GCF_004208635.1	PRJNA224116	SAMN10857004		representative genome	1784719	1784719	Leucobacter triazinivorans	strain=JW-1		latest	Complete Genome	Major	Full	2019/02/17	ASM420863v1	Anhui Agricultural University	GCA_004208635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/208/635/GCF_004208635.1_ASM420863v1		assembly from type material
GCF_013122135.1	PRJNA224116	SAMN14846460		representative genome	1785128	1785128	Acinetobacter lactucae		QL-1	latest	Complete Genome	Major	Full	2020/05/19	ASM1312213v1	South China Argriculture university	GCA_013122135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/122/135/GCF_013122135.1_ASM1312213v1		
GCF_001594225.2	PRJNA224116	SAMN04435621		representative genome	1785145	1785145	Pseudomonas glycinae	strain=MS586		latest	Complete Genome	Major	Full	2017/12/21	ASM159422v2	Mississippi state university	GCA_001594225.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/594/225/GCF_001594225.2_ASM159422v2		assembly from type material
GCF_001294575.1	PRJNA224116	SAMN04076495		representative genome	1788301	1788301	Pseudomonas versuta	strain=L10.10		latest	Complete Genome	Major	Full	2015/09/18	ASM129457v1	University of Malaya	GCA_001294575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/294/575/GCF_001294575.1_ASM129457v1		assembly from type material
GCF_001704115.1	PRJNA224116	SAMN05520995		representative genome	1789224	1789224	Acinetobacter larvae	strain=BRTC-1		latest	Complete Genome	Major	Full	2016/08/12	ASM170411v1	Biogas Institute of Ministry of Agriculture	GCA_001704115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/115/GCF_001704115.1_ASM170411v1		assembly from type material
GCF_001697185.1	PRJNA224116	SAMN04451729		representative genome	1790137	1790137	Wenyingzhuangia fucanilytica	strain=CZ1127		latest	Complete Genome	Major	Full	2016/08/02	ASM169718v1	Ocean University of China	GCA_001697185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/185/GCF_001697185.1_ASM169718v1		assembly from type material
GCF_003057965.1	PRJNA224116	SAMN06013554		representative genome	1794699	1794699	Thermodesulfobium acidiphilum	strain=3127-1		latest	Complete Genome	Major	Full	2018/04/19	ASM305796v1	Immanuel Kant Baltic Federal University	GCA_003057965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/057/965/GCF_003057965.1_ASM305796v1		assembly from type material
GCF_003260975.1	PRJNA224116	SAMN09397062		representative genome	1795355	1795355	Echinicola strongylocentroti	strain=MEBiC08714		latest	Complete Genome	Major	Full	2018/06/23	ASM326097v1	National Marine Biodiversity Institute of Korea	GCA_003260975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/260/975/GCF_003260975.1_ASM326097v1		assembly from type material
GCF_001688725.2	PRJNA224116	SAMN04621613		representative genome	1796613	1796613	Bacteroides caecimuris	strain=I48		latest	Complete Genome	Major	Full	2017/04/05	ASM168872v2	University of Bern	GCA_001688725.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/725/GCF_001688725.2_ASM168872v2		assembly from type material
GCF_001688845.2	PRJNA224116	SAMN04621612		representative genome	1796646	1796646	Muribaculum intestinale	strain=YL27		latest	Complete Genome	Major	Full	2017/04/05	ASM168884v2	University of Bern	GCA_001688845.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/688/845/GCF_001688845.2_ASM168884v2		assembly from type material
GCF_002886045.1	PRJNA224116	SAMN08325534		representative genome	1803846	1803846	Flavivirga eckloniae	strain=ECD14		latest	Complete Genome	Major	Full	2018/01/17	ASM288604v1	Sunchon National University	GCA_002886045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/886/045/GCF_002886045.1_ASM288604v1		assembly from type material
GCF_003945325.1	PRJNA224116	SAMD00149509		representative genome	1804624	1804624	Nocardioides baekrokdamisoli	strain=KCTC 39748		latest	Complete Genome	Major	Full	2018/11/14	ASM394532v1	Korean Collection for Type Culture, Biological Resource Center, Korea Research Institute of Bioscience and Biotechnology	GCA_003945325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/945/325/GCF_003945325.1_ASM394532v1		assembly from type material
GCF_011397115.1	PRJNA224116	SAMD00198474		representative genome	1805431	1805431	Enterococcus saigonensis	strain=VE80		latest	Complete Genome	Major	Full	2020/02/26	ASM1139711v1	Osaka Institute of Public Health	GCA_011397115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/397/115/GCF_011397115.1_ASM1139711v1		assembly from type material
GCF_900119915.1	PRJNA224116	SAMEA4554851		representative genome	1805478	1805478	Olsenella timonensis	strain=Marseille-P2300		latest	Complete Genome	Major	Full	2016/11/22	PRJEB16351	URMITE	GCA_900119915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/915/GCF_900119915.1_PRJEB16351		assembly from type material
GCF_005281475.1	PRJNA224116	SAMN11578326		representative genome	1807691	1807691	Echinicola rosea	strain=JL3085		latest	Complete Genome	Major	Full	2019/05/13	ASM528147v1	Xiamen University	GCA_005281475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/281/475/GCF_005281475.1_ASM528147v1		assembly from type material
GCF_900130075.1	PRJNA224116	SAMEA4545685		representative genome	1809410	1809410	Herminiimonas arsenitoxidans	strain=AS8		latest	Complete Genome	Major	Full	2017/01/14	Herminiimonas arsenitoxidans	JEJU NATIONAL UNIVERSITY	GCA_900130075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/130/075/GCF_900130075.1_Herminiimonas_arsenitoxidans		assembly from type material
GCF_001697225.1	PRJNA224116	SAMN04528780		representative genome	1810504	1810504	Immundisolibacter cernigliae	strain=TR3.2		latest	Complete Genome	Major	Full	2016/08/02	ASM169722v1	University of North Carolina - Chapel Hill	GCA_001697225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/225/GCF_001697225.1_ASM169722v1		assembly from type material
GCF_001642085.1	PRJNA224116	SAMN04534843		representative genome	1811193	1811193	Streptococcus pantholopis	strain=TA 26		latest	Complete Genome	Major	Full	2016/05/11	ASM164208v1	National Institute for Communicable Disease Control and Prevention	GCA_001642085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/085/GCF_001642085.1_ASM164208v1		assembly from type material
GCF_003967195.1	PRJNA224116	SAMD00126346		representative genome	1811807	1811807	Sulfuriflexus mobilis	strain=aks1		latest	Complete Genome	Major	Full	2018/10/25	ASM396719v1	The Institute of Low Temperature Science, Hokkaido University	GCA_003967195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/195/GCF_003967195.1_ASM396719v1		assembly from type material
GCF_001729805.1	PRJNA224116	SAMN05581750		representative genome	1812935	1812935	Enterobacter roggenkampii	strain=DSM 16690		latest	Complete Genome	Major	Full	2016/09/16	ASM172980v1	JCVI	GCA_001729805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/805/GCF_001729805.1_ASM172980v1		assembly from type material
GCF_001687475.2	PRJNA224116	SAMN04544305		representative genome	1813019	1813019	Campylobacter hepaticus	strain=HV10		latest	Complete Genome	Major	Full	2018/08/23	ASM168747v2	RMIT University	GCA_001687475.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/687/475/GCF_001687475.2_ASM168747v2		assembly from type material
GCF_007971225.1	PRJNA224116	SAMN12429834		representative genome	1813871	1813871	Panacibacter ginsenosidivorans	strain=Gsoil1550		latest	Complete Genome	Major	Full	2019/08/12	ASM797122v1	Hankyong National University	GCA_007971225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/971/225/GCF_007971225.1_ASM797122v1		assembly from type material
GCF_001598035.1	PRJNA224116	SAMN04562598		representative genome	1814128	1814128	Streptococcus halotolerans	strain=HTS9		latest	Complete Genome	Major	Full	2016/03/28	ASM159803v1	National Institute for Communicable Disease Control and Prevention, China CDC	GCA_001598035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/598/035/GCF_001598035.1_ASM159803v1		assembly from type material
GCF_004421105.1	PRJNA224116	SAMN04324281		representative genome	1814290	1814290	Nitrosococcus wardiae	strain=D1FHS		latest	Complete Genome	Major	Full	2019/03/27	ASM442110v1	Nitrification Network	GCA_004421105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/421/105/GCF_004421105.1_ASM442110v1		assembly from type material
GCF_014297595.1	PRJNA224116	SAMN15791842		representative genome	1815583	1815583	Neisseria musculi	strain=NW831		latest	Complete Genome	Major	Full	2020/08/26	ASM1429759v1	Institute for Genome Sciences, University of Maryland, Baltimore	GCA_014297595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/297/595/GCF_014297595.1_ASM1429759v1		
GCF_001989575.1	PRJNA224116	SAMN06196447		representative genome	1817405	1817405	Abyssicoccus albus	strain=S31		latest	Complete Genome	Major	Full	2017/02/07	ASM198957v1	Institute of Genomics and Integrative Biology	GCA_001989575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/989/575/GCF_001989575.1_ASM198957v1		assembly from type material
GCF_001651805.1	PRJNA224116	SAMN04939310		representative genome	1821621	1821621	Marinobacterium aestuarii	strain=ST58-10		latest	Complete Genome	Major	Full	2016/05/25	ASM165180v1	National Marine Biodiversity Institute of Korea	GCA_001651805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/805/GCF_001651805.1_ASM165180v1		assembly from type material
GCF_001623565.1	PRJNA224116	SAMN04592763		representative genome	1825069	1825069	Streptococcus marmotae	strain=HTS5		latest	Complete Genome	Major	Full	2016/04/19	ASM162356v1	National Institute for Communicable Disease Control and Prevention, China CDC	GCA_001623565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/623/565/GCF_001623565.1_ASM162356v1		assembly from type material
GCF_003970735.1	PRJNA224116	SAMN10396653		representative genome	1826607	1826607	Silicimonas algicola	strain=KC90		latest	Complete Genome	Major	Full	2018/12/25	ASM397073v1	CNRS	GCA_003970735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/970/735/GCF_003970735.1_ASM397073v1		assembly from type material
GCF_003074055.1	PRJNA224116	SAMN08957528		representative genome	1827580	1827580	Streptomyces nigra	strain=452		latest	Complete Genome	Major	Full	2018/04/30	ASM307405v1	Zhejiang university	GCA_003074055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/074/055/GCF_003074055.1_ASM307405v1		assembly from type material
GCF_002005145.1	PRJNA224116	SAMN06311225		representative genome	1833852	1833852	Desulfotomaculum ferrireducens	strain=GSS09		latest	Complete Genome	Major	Full	2017/02/21	ASM200514v1	Guangdong Institute of Eco-Environmental Science & Technology	GCA_002005145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/145/GCF_002005145.1_ASM200514v1		assembly from type material
GCF_000973625.1	PRJNA224116	SAMN02708862		representative genome	1835254	1835254	Polynucleobacter duraquae	strain=MWH-MoK4		latest	Complete Genome	Major	Full	2015/04/20	ASM97362v1	FREDI	GCA_000973625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/625/GCF_000973625.1_ASM97362v1		assembly from type material
GCF_001953175.1	PRJNA224116	SAMN04881314		representative genome	1839801	1839801	Dehalogenimonas formicexedens	strain=NSZ-14		latest	Complete Genome	Major	Full	2017/01/17	ASM195317v1	Louisiana State University	GCA_001953175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/175/GCF_001953175.1_ASM195317v1		assembly from type material
GCF_001955695.1	PRJNA224116	SAMN06118135		representative genome	1842727	1842727	Rhodoferax koreense	strain=DCY-110		latest	Complete Genome	Major	Full	2017/01/18	ASM195569v1	Korea University	GCA_001955695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/955/695/GCF_001955695.1_ASM195569v1		
GCF_001888185.1	PRJNA224116	SAMN05300637		representative genome	1844006	1844006	Phaeobacter porticola	strain=P97		latest	Complete Genome	Major	Full	2016/12/02	ASM188818v1	Leibniz Institute DSMZ	GCA_001888185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/185/GCF_001888185.1_ASM188818v1		assembly from type material
GCF_001971585.1	PRJNA224116	SAMN04939523		representative genome	1847728	1847728	Companilactobacillus allii	strain=WiKim39		latest	Complete Genome	Major	Full	2017/01/26	ASM197158v1	world institute of kimchi	GCA_001971585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/971/585/GCF_001971585.1_ASM197158v1		assembly from type material
GCF_013201605.1	PRJNA224116	SAMN10884421		representative genome	1848766	1848766	Campylobacter ornithocola	strain=LMG 29815		latest	Complete Genome	Major	Full	2020/06/01	ASM1320160v1	USDA, ARS, WRRC	GCA_013201605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/605/GCF_013201605.1_ASM1320160v1		assembly from type material
GCF_002302635.1	PRJNA224116	SAMN06289146		representative genome	1848904	1848904	Capnocytophaga stomatis	strain=H2177		latest	Complete Genome	Major	Full	2017/09/14	ASM230263v1	Centers for Disease Control and Prevention	GCA_002302635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/635/GCF_002302635.1_ASM230263v1		
GCF_013177675.1	PRJNA224116	SAMN12421736		representative genome	1849015	1849015	Pseudoarcobacter acticola	strain=KCTC 52212		latest	Complete Genome	Major	Full	2020/05/27	ASM1317767v1	USDA, ARS, WRRC	GCA_013177675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/177/675/GCF_013177675.1_ASM1317767v1		assembly from type material
GCF_003149515.1	PRJNA224116	SAMN08984992		representative genome	1850093	1850093	Hymenobacter nivis	strain=NBRC 111535		latest	Complete Genome	Major	Full	2018/05/23	ASM314951v1	Hokkaido University	GCA_003149515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/149/515/GCF_003149515.1_ASM314951v1		assembly from type material
GCF_002355275.1	PRJNA224116	SAMN07626873		representative genome	1850238	1850238	Rhizorhabdus dicambivorans	strain=Ndbn-20		latest	Complete Genome	Major	Full	2017/09/25	ASM235527v1	Nanjing Agricultural University	GCA_002355275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/355/275/GCF_002355275.1_ASM235527v1		assembly from type material
GCF_001761325.1	PRJNA224116	SAMN05726020		representative genome	1850246	1850246	Urechidicola croceus	strain=LPB0138		latest	Complete Genome	Major	Full	2016/10/12	ASM176132v1	Korea University	GCA_001761325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/761/325/GCF_001761325.1_ASM176132v1		assembly from type material
GCF_001889045.1	PRJNA224116	SAMN05945923		representative genome	1850252	1850252	Tenacibaculum todarodis	strain=LPB0136		latest	Complete Genome	Major	Full	2016/12/05	ASM188904v1	Korea University	GCA_001889045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/045/GCF_001889045.1_ASM188904v1		assembly from type material
GCF_001956695.1	PRJNA224116	SAMN06075356		representative genome	1850254	1850254	Poseidonibacter parvus	strain=LPB0137		latest	Complete Genome	Major	Full	2017/01/18	ASM195669v1	Korea University	GCA_001956695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/956/695/GCF_001956695.1_ASM195669v1		assembly from type material
GCF_001999965.1	PRJNA224116	SAMN06284589		representative genome	1851148	1851148	Limihaloglobus sulfuriphilus	strain=SM-Chi-D1		latest	Complete Genome	Major	Full	2017/02/15	ASM199996v1	Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures	GCA_001999965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/965/GCF_001999965.1_ASM199996v1		assembly from type material
GCF_003935895.2	PRJNA224116	SAMN05150228		representative genome	1851514	1851514	Scandinavium goeteborgense	strain=CCUG 66741		latest	Complete Genome	Major	Full	2020/06/10	ASM393589v2	University of Gothenburg - CCUG	GCA_003935895.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/935/895/GCF_003935895.2_ASM393589v2		assembly from type material
GCF_900089455.2	PRJNA224116	SAMEA4026966		representative genome	1851544	1851544	Orrella dioscoreae		Orrdi1	latest	Complete Genome	Major	Full	2017/10/10	OrrDiv2	UZH	GCA_900089455.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/089/455/GCF_900089455.2_OrrDiv2		
GCF_004331955.1	PRJNA224116	SAMN11037189		representative genome	1852022	1852022	Roseitalea porphyridii	strain=MA7-20		latest	Complete Genome	Major	Full	2019/03/07	ASM433195v1	Chung-Ang University	GCA_004331955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/331/955/GCF_004331955.1_ASM433195v1		assembly from type material
GCF_900119705.1	PRJNA224116	SAMEA4021839		representative genome	1852373	1852373	Murdochiella vaginalis	strain=Marseille-P2341T		latest	Complete Genome	Major	Full	2016/11/17	PRJEB14245	URMITE	GCA_900119705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/705/GCF_900119705.1_PRJEB14245		assembly from type material
GCF_900120165.1	PRJNA224116	SAMEA4554850		representative genome	1852374	1852374	Ezakiella massiliensis	strain=Marseille-P2951T		latest	Complete Genome	Major	Full	2016/11/22	PRJEB15652	URMITE	GCA_900120165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/165/GCF_900120165.1_PRJEB15652		assembly from type material
GCF_900120245.1	PRJNA224116	SAMEA4555081		representative genome	1852377	1852377	Actinomyces pacaensis	strain=Marseille-P2985T		latest	Complete Genome	Major	Full	2016/11/22	PRJEB17949	URMITE	GCA_900120245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/245/GCF_900120245.1_PRJEB17949		assembly from type material
GCF_001661075.1	PRJNA224116	SAMN04566726		representative genome	1853130	1853130	Pseudomonas silesiensis	strain=A3		latest	Complete Genome	Major	Full	2016/06/10	ASM166107v1	Institute of Biochemistry and Biophysics	GCA_001661075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/661/075/GCF_001661075.1_ASM166107v1		assembly from type material
GCF_002216145.1	PRJNA224116	SAMN05726023		representative genome	1853278	1853278	Neisseria chenwenguii	strain=10023		latest	Complete Genome	Major	Full	2017/07/10	ASM221614v1	China disease prevention and control center	GCA_002216145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/216/145/GCF_002216145.1_ASM221614v1		assembly from type material
GCF_011064785.1	PRJNA224116	SAMN13634621		representative genome	1855823	1855823	Macrococcus canis	strain=SD607		latest	Complete Genome	Major	Full	2020/03/05	ASM1106478v1	University of Bern	GCA_011064785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/785/GCF_011064785.1_ASM1106478v1		
GCF_002813635.1	PRJNA224116	SAMN05271119		representative genome	1855875	1855875	Spiribacter roseus	strain=SSL50		latest	Complete Genome	Major	Full	2017/12/07	ASM281363v1	University of Seville	GCA_002813635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/813/635/GCF_002813635.1_ASM281363v1		assembly from type material
GCF_001618865.1	PRJNA224116	SAMN04546182		representative genome	1855912	1855912	Luteitalea pratensis	strain=DSM 100886	HEG_-6_39	latest	Complete Genome	Major	Full	2016/04/12	ASM161886v1	Leibniz Institute DSMZ	GCA_001618865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/865/GCF_001618865.1_ASM161886v1		assembly from type material
GCF_002499975.2	PRJNA224116	SAMN06924978		representative genome	1858656	1858656	Alteromonas pelagimontana	strain=5.12		latest	Complete Genome	Major	Full	2020/05/11	ASM249997v2	NCAOR	GCA_002499975.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/499/975/GCF_002499975.2_ASM249997v2		assembly from type material
GCF_003813965.1	PRJNA224116	SAMN08448940		representative genome	1862358	1862358	Corynebacterium choanis	strain=200CH		latest	Complete Genome	Major	Full	2018/11/22	ASM381396v1	Bielefeld University	GCA_003813965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/965/GCF_003813965.1_ASM381396v1		assembly from type material
GCF_002764115.1	PRJNA224116	SAMN05946057		representative genome	1867719	1867719	Phyllobacterium zundukense	strain=Tri-48; RCAM 03910		latest	Complete Genome	Major	Full	2017/11/13	ASM276411v1	ARRIAM	GCA_002764115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/764/115/GCF_002764115.1_ASM276411v1		assembly from type material
GCF_002240035.1	PRJNA224116	SAMN05254214		representative genome	1867846	1867846	Legionella clemsonensis	strain=CDC-D5610		latest	Complete Genome	Major	Full	2017/08/02	ASM224003v1	Clemson University	GCA_002240035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/240/035/GCF_002240035.1_ASM224003v1		assembly from type material
GCF_003008515.1	PRJNA224116	SAMN08666935		representative genome	1868589	1868589	Phreatobacter cathodiphilus	strain=S-12		latest	Complete Genome	Major	Full	2018/03/19	ASM300851v1	National Institute of Agricultural Sciences	GCA_003008515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/008/515/GCF_003008515.1_ASM300851v1		assembly from type material
GCF_011299095.1	PRJNA224116	SAMN14260655		representative genome	1868793	1868793	Jeotgalibaca porci	strain=CCUG 69148		latest	Complete Genome	Major	Full	2020/03/16	ASM1129909v1	KyungHee University	GCA_011299095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/299/095/GCF_011299095.1_ASM1129909v1		assembly from type material
GCF_011100465.1	PRJNA224116	SAMN14260637		representative genome	1868794	1868794	Jeotgalibaca arthritidis	strain=CECT 9157		latest	Complete Genome	Major	Full	2020/03/10	ASM1110046v1	KyungHee University	GCA_011100465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/100/465/GCF_011100465.1_ASM1110046v1		assembly from type material
GCF_002741055.1	PRJNA224116	SAMN05335590		representative genome	1870820	1870820	Paenibacillus ihbetae	strain=IHBB 9852		latest	Complete Genome	Major	Full	2016/08/05	ASM274105v1	CSIR-Institute of Himalayan Bioresource Technology	GCA_002741055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/055/GCF_002741055.1_ASM274105v1		assembly from type material
GCF_900128415.1	PRJNA224116	SAMEA4555797		representative genome	1870984	1870984	Anaerococcus mediterraneensis	strain=Marseille-P2765T		latest	Complete Genome	Major	Full	2016/11/25	PRJEB15655	URMITE	GCA_900128415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/128/415/GCF_900128415.1_PRJEB15655		assembly from type material
GCF_900120345.1	PRJNA224116	SAMEA4555314		representative genome	1871021	1871021	Lachnoclostridium phocaeense	strain=Marseille-P3177T		latest	Complete Genome	Major	Full	2016/11/22	PRJEB18024	URMITE	GCA_900120345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/345/GCF_900120345.1_PRJEB18024		assembly from type material
GCF_900120375.1	PRJNA224116	SAMEA4555317		representative genome	1871025	1871025	Ndongobacter massiliensis	strain=Marseille-P3170T		latest	Complete Genome	Major	Full	2016/11/22	PRJEB18029	URMITE	GCA_900120375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/375/GCF_900120375.1_PRJEB18029		assembly from type material
GCF_001704615.3	PRJNA224116	SAMN05356262		representative genome	1871111	1871111	Acinetobacter defluvii	strain=WCHA30		latest	Complete Genome	Major	Full	2019/08/16	ASM170461v3	West China Hospital, Sichuan University	GCA_001704615.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/704/615/GCF_001704615.3_ASM170461v3		assembly from type material
GCF_001854125.1	PRJNA224116	SAMN05920294		representative genome	1874317	1874317	Marinobacter salinus	strain=Hb8		latest	Complete Genome	Major	Full	2016/10/26	ASM185412v1	Jeju National University	GCA_001854125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/125/GCF_001854125.1_ASM185412v1		assembly from type material
GCF_002741015.1	PRJNA224116	SAMN05413551		representative genome	1882682	1882682	Microvirga ossetica	strain=V5/3m		latest	Complete Genome	Major	Full	2016/08/05	ASM274101v1	ARRIAM	GCA_002741015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/015/GCF_002741015.1_ASM274101v1		assembly from type material
GCF_007954585.1	PRJNA224116	SAMN11843676		representative genome	1883414	1883414	Pistricoccus aurantiacus	strain=CBA4606		latest	Complete Genome	Major	Full	2019/08/11	ASM795458v1	World Institute of Kimchi	GCA_007954585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/585/GCF_007954585.1_ASM795458v1		
